,Name,Size,Shape,Dtype
1431,AwakeEventData/TT41.BTV.412426/Image/leftBottomReference,2,"(2,)",int16
1432,AwakeEventData/TT41.BTV.412426/Image/leftTopReference,2,"(2,)",int16
1433,AwakeEventData/TT41.BTV.412426/Image/mire,1,"(1,)",int32
1434,AwakeEventData/TT41.BTV.412426/Image/nbAcq,1,"(1,)",int32
1435,AwakeEventData/TT41.BTV.412426/Image/nbDataSets,1,"(1,)",int32
1436,AwakeEventData/TT41.BTV.412426/Image/nbImages,1,"(1,)",int32
1437,AwakeEventData/TT41.BTV.412426/Image/nbPtsInSet1,1,"(1,)",int32
1438,AwakeEventData/TT41.BTV.412426/Image/nbPtsInSet2,1,"(1,)",int32
1439,AwakeEventData/TT41.BTV.412426/Image/observables,1,"(1,)",int32
1440,AwakeEventData/TT41.BTV.412426/Image/offsetCalSet1,4,"(4,)",float64
1441,AwakeEventData/TT41.BTV.412426/Image/offsetCalSet2,4,"(4,)",float64
1442,AwakeEventData/TT41.BTV.412426/Image/pixelCalSet1,4,"(4,)",float64
1443,AwakeEventData/TT41.BTV.412426/Image/pixelCalSet2,4,"(4,)",float64
1444,AwakeEventData/TT41.BTV.412426/Image/planeSet1,1,"(1,)",int32
1445,AwakeEventData/TT41.BTV.412426/Image/planeSet2,1,"(1,)",int32
1446,AwakeEventData/TT41.BTV.412426/Image/positionSet1,1,"(1,)",float64
1447,AwakeEventData/TT41.BTV.412426/Image/positionSet2,1,"(1,)",float64
1448,AwakeEventData/TT41.BTV.412426/Image/propType,1,"(1,)",int32
1449,AwakeEventData/TT41.BTV.412426/Image/rightBottomReference,2,"(2,)",int16
1450,AwakeEventData/TT41.BTV.412426/Image/rightTopReference,2,"(2,)",int16
1451,AwakeEventData/TT41.BTV.412426/Image/saturationThreshold,1,"(1,)",int16
1452,AwakeEventData/TT41.BTV.412426/Image/screenSelect,1,"(1,)",int32
1453,AwakeEventData/TT41.BTV.412426/Image/screenSelectStr,4,"(4,)",|S10
1454,AwakeEventData/TT41.BTV.412426/Image/screenSelect_max,1,"(1,)",int32
1455,AwakeEventData/TT41.BTV.412426/Image/screenSelect_min,1,"(1,)",int32
1456,AwakeEventData/TT41.BTV.412426/Image/secondLamp,1,"(1,)",int16
1457,AwakeEventData/TT41.BTV.412426/Image/secondLamp_max,1,"(1,)",int16
1458,AwakeEventData/TT41.BTV.412426/Image/secondLamp_min,1,"(1,)",int16
1459,AwakeEventData/TT41.BTV.412426/Image/sigmaSet1,1,"(1,)",float64
1460,AwakeEventData/TT41.BTV.412426/Image/sigmaSet2,1,"(1,)",float64
1461,AwakeEventData/TT41.BTV.412426/Image/superCycleNb,1,"(1,)",int32
1462,AwakeEventData/TT41.BTV.412426/Image/userImageSelection,1,"(1,)",NULL
1463,AwakeEventData/TT41.BTV.412426/Image/userImageSelectionNumber,1,"(1,)",int16
1464,AwakeEventData/TT41.BTV.412426/Image/videoGain,1,"(1,)",int32
1465,AwakeEventData/TT41.BTV.412442/Acquisition,1,(),|S98
1466,AwakeEventData/TT41.BTV.412442/Image,1,(),|S92
1467,AwakeEventData/TT43.BPM.430010/Acquisition/horAvePos,1,"(1,)",float32
1468,AwakeEventData/TT43.BPM.430010/Acquisition/horPos,12,"(12,)",float32
1469,AwakeEventData/TT43.BPM.430010/Acquisition/posOK,0,"(0,)",NULL
1470,AwakeEventData/TT43.BPM.430010/Acquisition/sigma,12,"(12,)",int32
1471,AwakeEventData/TT43.BPM.430010/Acquisition/sigmaAvePos,1,"(1,)",float32
1472,AwakeEventData/TT43.BPM.430010/Acquisition/spsExtraction,1,(),bool
1473,AwakeEventData/TT43.BPM.430010/Acquisition/spsExtractionIndex,1,"(1,)",int32
1474,AwakeEventData/TT43.BPM.430010/Acquisition/verAvePos,1,"(1,)",float32
1475,AwakeEventData/TT43.BPM.430010/Acquisition/verPos,12,"(12,)",float32
1476,AwakeEventData/TT43.BPM.430028/Acquisition/horAvePos,1,"(1,)",float32
1477,AwakeEventData/TT43.BPM.430028/Acquisition/horPos,12,"(12,)",float32
1478,AwakeEventData/TT43.BPM.430028/Acquisition/posOK,0,"(0,)",NULL
1479,AwakeEventData/TT43.BPM.430028/Acquisition/sigma,12,"(12,)",int32
1480,AwakeEventData/TT43.BPM.430028/Acquisition/sigmaAvePos,1,"(1,)",float32
1481,AwakeEventData/TT43.BPM.430028/Acquisition/spsExtraction,1,(),bool
1482,AwakeEventData/TT43.BPM.430028/Acquisition/spsExtractionIndex,1,"(1,)",int32
1483,AwakeEventData/TT43.BPM.430028/Acquisition/verAvePos,1,"(1,)",float32
1484,AwakeEventData/TT43.BPM.430028/Acquisition/verPos,12,"(12,)",float32
1485,AwakeEventData/TT43.BPM.430039/Acquisition/horAvePos,1,"(1,)",float32
1486,AwakeEventData/TT43.BPM.430039/Acquisition/horPos,12,"(12,)",float32
1487,AwakeEventData/TT43.BPM.430039/Acquisition/posOK,0,"(0,)",NULL
1488,AwakeEventData/TT43.BPM.430039/Acquisition/sigma,12,"(12,)",int32
1489,AwakeEventData/TT43.BPM.430039/Acquisition/sigmaAvePos,1,"(1,)",float32
1490,AwakeEventData/TT43.BPM.430039/Acquisition/spsExtraction,1,(),bool
1491,AwakeEventData/TT43.BPM.430039/Acquisition/spsExtractionIndex,1,"(1,)",int32
1492,AwakeEventData/TT43.BPM.430039/Acquisition/verAvePos,1,"(1,)",float32
1493,AwakeEventData/TT43.BPM.430039/Acquisition/verPos,12,"(12,)",float32
1494,AwakeEventData/TT43.BPM.430103/Acquisition/horAvePos,1,"(1,)",float32
1495,AwakeEventData/TT43.BPM.430103/Acquisition/horPos,12,"(12,)",float32
1496,AwakeEventData/TT43.BPM.430103/Acquisition/posOK,0,"(0,)",NULL
1497,AwakeEventData/TT43.BPM.430103/Acquisition/sigma,12,"(12,)",int32
1498,AwakeEventData/TT43.BPM.430103/Acquisition/sigmaAvePos,1,"(1,)",float32
1499,AwakeEventData/TT43.BPM.430103/Acquisition/spsExtraction,1,(),bool
1500,AwakeEventData/TT43.BPM.430103/Acquisition/spsExtractionIndex,1,"(1,)",int32
1501,AwakeEventData/TT43.BPM.430103/Acquisition/verAvePos,1,"(1,)",float32
1502,AwakeEventData/TT43.BPM.430103/Acquisition/verPos,12,"(12,)",float32
1503,AwakeEventData/TT43.BPM.430129/Acquisition/horAvePos,1,"(1,)",float32
1504,AwakeEventData/TT43.BPM.430129/Acquisition/horPos,12,"(12,)",float32
1505,AwakeEventData/TT43.BPM.430129/Acquisition/posOK,0,"(0,)",NULL
1506,AwakeEventData/TT43.BPM.430129/Acquisition/sigma,12,"(12,)",int32
1507,AwakeEventData/TT43.BPM.430129/Acquisition/sigmaAvePos,1,"(1,)",float32
1508,AwakeEventData/TT43.BPM.430129/Acquisition/spsExtraction,1,(),bool
1509,AwakeEventData/TT43.BPM.430129/Acquisition/spsExtractionIndex,1,"(1,)",int32
1510,AwakeEventData/TT43.BPM.430129/Acquisition/verAvePos,1,"(1,)",float32
1511,AwakeEventData/TT43.BPM.430129/Acquisition/verPos,12,"(12,)",float32
1512,AwakeEventData/TT43.BPM.430203/Acquisition/horAvePos,1,"(1,)",float32
1513,AwakeEventData/TT43.BPM.430203/Acquisition/horPos,12,"(12,)",float32
1514,AwakeEventData/TT43.BPM.430203/Acquisition/posOK,0,"(0,)",NULL
1515,AwakeEventData/TT43.BPM.430203/Acquisition/sigma,12,"(12,)",int32
1516,AwakeEventData/TT43.BPM.430203/Acquisition/sigmaAvePos,1,"(1,)",float32
1517,AwakeEventData/TT43.BPM.430203/Acquisition/spsExtraction,1,(),bool
1518,AwakeEventData/TT43.BPM.430203/Acquisition/spsExtractionIndex,1,"(1,)",int32
1519,AwakeEventData/TT43.BPM.430203/Acquisition/verAvePos,1,"(1,)",float32
1520,AwakeEventData/TT43.BPM.430203/Acquisition/verPos,12,"(12,)",float32
1521,AwakeEventData/TT43.BPM.430308/Acquisition/horAvePos,1,"(1,)",float32
1522,AwakeEventData/TT43.BPM.430308/Acquisition/horPos,12,"(12,)",float32
1523,AwakeEventData/TT43.BPM.430308/Acquisition/posOK,0,"(0,)",NULL
1524,AwakeEventData/TT43.BPM.430308/Acquisition/sigma,12,"(12,)",int32
1525,AwakeEventData/TT43.BPM.430308/Acquisition/sigmaAvePos,1,"(1,)",float32
1526,AwakeEventData/TT43.BPM.430308/Acquisition/spsExtraction,1,(),bool
1527,AwakeEventData/TT43.BPM.430308/Acquisition/spsExtractionIndex,1,"(1,)",int32
1528,AwakeEventData/TT43.BPM.430308/Acquisition/verAvePos,1,"(1,)",float32
1529,AwakeEventData/TT43.BPM.430308/Acquisition/verPos,12,"(12,)",float32
1530,AwakeEventData/VGP.412400/PR/value,1,"(1,)",float32
1531,AwakeEventData/VGP.412423/PR/value,1,"(1,)",float32
1532,AwakeEventData/VTUAwake2Fc/ModeAcq/pdcOutDelay,1,"(1,)",int16
1533,AwakeEventData/VTUAwake2Fc/NormalModeAcq/b_offline,1,"(1,)",int64
1534,AwakeEventData/VTUAwake2Frep/ModeAcq/pdcOutDelay,1,"(1,)",int16
1535,AwakeEventData/VTUAwake2Frep/NormalModeAcq/b_offline,1,"(1,)",int64
1536,AwakeEventData/VTUAwake3FT0/ModeAcq/pdcOutDelay,1,"(1,)",int16
1537,AwakeEventData/VTUAwake3FT0/NormalModeAcq/b_offline,1,"(1,)",int64
1538,AwakeEventData/VTUAwake3FT1/ModeAcq/pdcOutDelay,1,"(1,)",int16
1539,AwakeEventData/VTUAwake3FT1/NormalModeAcq/b_offline,1,"(1,)",int64
1540,AwakeEventData/VVGF.412400/StartCounterSt/value,1,"(1,)",int32
1541,AwakeEventData/VVGF.412400/State/value,1,"(1,)",int16
1542,AwakeEventData/VVGF.412423/StartCounterSt/value,1,"(1,)",int32
1543,AwakeEventData/VVGF.412423/State/value,1,"(1,)",int16
1544,AwakeEventData/XMPP-STREAK/StreakImage/streakImageBinning,1,"(1,)",|S5
1545,AwakeEventData/XMPP-STREAK/StreakImage/streakImageData,344064,"(344064,)",int32
1546,AwakeEventData/XMPP-STREAK/StreakImage/streakImageExposureTime,1,"(1,)",|S5
1547,AwakeEventData/XMPP-STREAK/StreakImage/streakImageHeight,1,"(1,)",int64
1548,AwakeEventData/XMPP-STREAK/StreakImage/streakImageInfo,1,"(1,)",|S2768
1549,AwakeEventData/XMPP-STREAK/StreakImage/streakImageMcpGain,1,"(1,)",int64
1550,AwakeEventData/XMPP-STREAK/StreakImage/streakImageMode,1,"(1,)",|S7
1551,AwakeEventData/XMPP-STREAK/StreakImage/streakImageProjection,512,"(512,)",float32
1552,AwakeEventData/XMPP-STREAK/StreakImage/streakImageTime,1,"(1,)",|S12
1553,AwakeEventData/XMPP-STREAK/StreakImage/streakImageTimeRange,1,"(1,)",|S4
1554,AwakeEventData/XMPP-STREAK/StreakImage/streakImageTimeValues,512,"(512,)",float64
1555,AwakeEventData/XMPP-STREAK/StreakImage/streakImageTrigLevel,1,"(1,)",float32
1556,AwakeEventData/XMPP-STREAK/StreakImage/streakImageWidth,1,"(1,)",int64
1557,AwakeEventData/XUCL-SPECTRO/BinningSetting/hbin,1,"(1,)",int32
1558,AwakeEventData/XUCL-SPECTRO/BinningSetting/hend,1,"(1,)",int32
1559,AwakeEventData/XUCL-SPECTRO/BinningSetting/hstart,1,"(1,)",int32
1560,AwakeEventData/XUCL-SPECTRO/BinningSetting/readMode,1,"(1,)",int32
1561,AwakeEventData/XUCL-SPECTRO/BinningSetting/vbin,1,"(1,)",int32
1562,AwakeEventData/XUCL-SPECTRO/BinningSetting/vend,1,"(1,)",int32
1563,AwakeEventData/XUCL-SPECTRO/BinningSetting/vstart,1,"(1,)",int32
1564,AwakeEventData/XUCL-SPECTRO/CameraAcq,1,(),|S93
1565,AwakeEventData/XUCL-SPECTRO/CameraSettings/ddgGateDelay,1,"(1,)",int64
1566,AwakeEventData/XUCL-SPECTRO/CameraSettings/ddgGateDelay_max,1,"(1,)",int64
1567,AwakeEventData/XUCL-SPECTRO/CameraSettings/ddgGateDelay_min,1,"(1,)",int64
1568,AwakeEventData/XUCL-SPECTRO/CameraSettings/ddgGateWidth,1,"(1,)",int64
1569,AwakeEventData/XUCL-SPECTRO/CameraSettings/ddgGateWidth_max,1,"(1,)",int64
1570,AwakeEventData/XUCL-SPECTRO/CameraSettings/ddgGateWidth_min,1,"(1,)",int64
1571,AwakeEventData/XUCL-SPECTRO/CameraSettings/enableDDGIntelligate,1,(),bool
1572,AwakeEventData/XUCL-SPECTRO/CameraSettings/enableFan,1,(),bool
1573,AwakeEventData/XUCL-SPECTRO/CameraSettings/enableFastTrigger,1,(),bool
1574,AwakeEventData/XUCL-SPECTRO/CameraSettings/exposureTime,1,"(1,)",float32
1575,AwakeEventData/XUCL-SPECTRO/CameraSettings/mcpGain,1,"(1,)",int32
1576,AwakeEventData/XUCL-SPECTRO/CameraSettings/mcpGain_max,1,"(1,)",int32
1577,AwakeEventData/XUCL-SPECTRO/CameraSettings/mcpGain_min,1,"(1,)",int32
1578,AwakeEventData/XUCL-SPECTRO/CameraSettings/preampGainIndex,1,"(1,)",int32
1579,AwakeEventData/XUCL-SPECTRO/CameraSettings/preampGainIndex_max,1,"(1,)",int32
1580,AwakeEventData/XUCL-SPECTRO/CameraSettings/preampGainIndex_min,1,"(1,)",int32
1581,AwakeEventData/XUCL-SPECTRO/CameraSettings/targetShutDownTemperature,1,"(1,)",int32
1582,AwakeEventData/XUCL-SPECTRO/CameraSettings/targetShutDownTemperature_max,1,"(1,)",int32
1583,AwakeEventData/XUCL-SPECTRO/CameraSettings/targetShutDownTemperature_min,1,"(1,)",int32
1584,AwakeEventData/XUCL-SPECTRO/CameraSettings/targetTemperature,1,"(1,)",int32
1585,AwakeEventData/XUCL-SPECTRO/CameraSettings/targetTemperature_max,1,"(1,)",int32
1586,AwakeEventData/XUCL-SPECTRO/CameraSettings/targetTemperature_min,1,"(1,)",int32
1587,AwakeEventData/XUCL-SPECTRO/CameraSettings/triggerEdge,1,"(1,)",int32
1588,AwakeEventData/XUCL-SPECTRO/CameraSettings/triggerTermination,1,(),bool
1589,AwakeEventData/XUCL-SPECTRO/CameraSettings/triggerThreshold,1,"(1,)",float32
1590,AwakeEventData/XUCL-SPECTRO/CameraSettingsStatus,1,(),|S104
1591,AwakeEventData/XUCL-SPECTRO/ImageAcq,1,(),|S92
1592,AwakeEventData/awake.XAWAVS_BEAML_TT_AVG/PosSt/value,1,"(1,)",float64
1593,AwakeEventData/awake.XAWAVS_DE_TT_AVG/PosSt/value,1,"(1,)",float64
1594,AwakeEventData/awake.XAWAVS_DF_TT_AVG/PosSt/value,1,"(1,)",float64
1595,AwakeEventData/awake.XAWAVS_DJ_PV236/StsReg01/value,1,"(1,)",int32
1596,AwakeEventData/awake.XAWAVS_UE_TT_AVG/PosSt/value,1,"(1,)",float64
1597,AwakeEventData/awake.XAWAVS_UF_TT_AVG/PosSt/value,1,"(1,)",float64
1598,AwakeEventData/awake.XAWAVS_UJ_PV136/StsReg01/value,1,"(1,)",int32
1599,AwakeEventData/awake.XAWAVS_VX_TT_AVG/PosSt/value,1,"(1,)",float64
1600,AwakeEventInfo/configurationVersionNumber,1,(),int32
1601,AwakeEventInfo/eventNumber,1,(),int32
1602,AwakeEventInfo/runNumber,1,(),int32
1603,AwakeEventInfo/timestamp,1,(),int64
